date,adj close
7/27/20,116.309998
7/28/20,116.18
7/29/20,115.610001
7/30/20,115.660004
7/31/20,116.940002
8/3/20,116.349998
8/4/20,117.290001
8/5/20,127.610001
8/6/20,130.820007
8/7/20,129.929993
8/10/20,128.789993
8/11/20,130.490005
8/12/20,131.789993
8/13/20,130.960007
8/14/20,130.529999
8/17/20,129.369995
8/18/20,128.919998
8/19/20,127.769997
8/20/20,128.119995
8/21/20,127.440002
8/24/20,130.690002
8/25/20,129.789993
8/26/20,132.179993
8/27/20,133.729996
8/28/20,135.539993
8/31/20,131.869995
9/1/20,133.550003
9/2/20,135.389999
9/3/20,133.240005
9/4/20,131.990005
9/8/20,134.199997
9/9/20,133.360001
9/10/20,133.220001
9/11/20,131.75
9/14/20,131.25
9/15/20,131.240005
9/16/20,132.089996
9/17/20,130.220001
9/18/20,128.630005
9/21/20,125.410004
9/22/20,127.209999
9/23/20,123.279999
9/24/20,122.489998
9/25/20,124
9/28/20,125.989998
9/29/20,125.400002
9/30/20,124.080002
10/1/20,123.309998
10/2/20,122.550003
10/5/20,123.370003
10/6/20,120.93
10/7/20,122.910004
10/8/20,123.089996
10/9/20,124.980003
10/12/20,124.970001
10/13/20,128.960007
10/14/20,126.589996
10/15/20,127.360001
10/16/20,126.809998
10/19/20,124.230003
10/20/20,124.949997
10/21/20,126.629997
10/22/20,127.559998
10/23/20,128.350006
10/26/20,124.059998
10/27/20,123.309998
10/28/20,118.470001
10/29/20,121.540001
10/30/20,121.25
11/2/20,120.129997
11/3/20,124.019997
11/4/20,125.07
11/5/20,126.959999
11/6/20,127.459999
11/9/20,142.589996
11/10/20,142.110001
11/11/20,137.820007
11/12/20,135.520004
11/13/20,138.360001
11/16/20,144.669998
11/17/20,144.5
11/18/20,143.899994
11/19/20,141.720001
11/20/20,141.070007
11/23/20,145.979996
11/24/20,151.490005
11/25/20,149.089996
11/27/20,147.130005
11/30/20,148.009995
12/1/20,149.440002
12/2/20,153.610001
12/3/20,153.240005
12/4/20,154.139999
12/7/20,153.679993
12/8/20,153.720001
12/9/20,154.429993
12/10/20,154.690002
12/11/20,175.720001
12/14/20,169.300003
12/15/20,173.940002
12/16/20,173.119995
12/17/20,173.550003
12/18/20,172.889999
12/21/20,170.690002
12/22/20,170.449997
12/23/20,173.550003
12/24/20,173.729996
12/28/20,178.860001
12/29/20,177.300003
12/30/20,181.169998
12/31/20,181.179993
1/4/21,177.679993
1/5/21,178.440002
1/6/21,179.119995
1/7/21,178.580002
1/8/21,178.690002
1/11/21,179.089996
1/12/21,175.990005
1/13/21,176.119995
1/14/21,173.429993
1/15/21,171.440002
1/19/21,172.259995
1/20/21,173.639999
1/21/21,171.279999
1/22/21,172.779999
1/25/21,171.889999
1/26/21,169.559998
1/27/21,163.029999
1/28/21,171.880005
1/29/21,168.169998
2/1/21,170.970001
2/2/21,176.960007
2/3/21,176.429993
2/4/21,180.229996
2/5/21,181.160004
2/8/21,190
2/9/21,188.210007
2/10/21,189.630005
2/11/21,190.910004
2/12/21,187.669998
2/16/21,186.350006
2/17/21,186.440002
2/18/21,183
2/19/21,183.649994
2/22/21,191.759995
2/23/21,197.089996
2/24/21,197.509995
2/25/21,190.979996
2/26/21,189.039993
3/1/21,194.979996
3/2/21,193.940002
3/3/21,192.259995
3/4/21,188.029999
3/5/21,189.990005
3/8/21,201.910004
3/9/21,194.509995
3/10/21,195.059998
3/11/21,196.75
3/12/21,197.160004
3/15/21,196.759995
3/16/21,194.240005
3/17/21,195.240005
3/18/21,192.279999
3/19/21,191.139999
3/22/21,192.860001
3/23/21,188.729996
3/24/21,184.720001
3/25/21,186.910004
3/26/21,185.919998
3/29/21,184.850006
3/30/21,185.529999
3/31/21,184.520004
4/1/21,188.970001
4/5/21,188.5
4/6/21,189.729996
4/7/21,187.559998
4/8/21,187.320007
4/9/21,187.889999
4/12/21,186.490005
4/13/21,185.490005
4/14/21,187.460007
4/15/21,185.929993
4/16/21,187.259995
4/19/21,187.429993
4/20/21,182.789993
4/21/21,183.110001
4/22/21,182.759995
4/23/21,183.020004
4/26/21,184.270004
4/27/21,184.639999
4/28/21,183.389999
4/29/21,185.330002
4/30/21,186.020004
5/3/21,185.509995
5/4/21,184.25
5/5/21,181.509995
5/6/21,181.789993
5/7/21,184.839996
5/10/21,184.300003
5/11/21,181.669998
5/12/21,177.850006
5/13/21,178.339996
5/14/21,173.699997
5/17/21,170.080002
5/18/21,169.679993
5/19/21,169.270004
5/20/21,171.360001
5/21/21,172.399994
5/24/21,174.309998
5/25/21,176.169998
5/26/21,176.470001
5/27/21,179.039993
5/28/21,178.649994
6/1/21,178.839996
6/2/21,177
6/3/21,176.240005
6/4/21,177.179993
6/7/21,176.990005
6/8/21,176.330002
6/9/21,176.039993
6/10/21,176.570007
6/11/21,177.380005
6/14/21,178.179993
6/15/21,175.860001
6/16/21,174.660004
6/17/21,174.649994
6/18/21,172.419998
6/21/21,173.970001
6/22/21,173.5
6/23/21,175.330002
6/24/21,177.929993
6/25/21,178.350006
6/28/21,176.570007
6/29/21,173.929993
6/30/21,175.770004
7/1/21,177.259995
7/2/21,177.110001
7/6/21,173.690002
7/7/21,172.820007
7/8/21,172.800003
7/9/21,177.039993
7/12/21,184.380005
7/13/21,183.649994
7/14/21,183.419998
7/15/21,184.149994
7/16/21,179.309998
7/19/21,172.949997
7/20/21,176.75
7/21/21,176.889999
7/22/21,175.130005
7/23/21,176.139999
7/26/21,178.740005
7/27/21,179.5
7/28/21,179.100006
7/29/21,178.350006
7/30/21,176.020004
8/2/21,175.550003
8/3/21,172.990005
8/4/21,172.580002
8/5/21,176.710007
8/6/21,177.130005
8/9/21,176.720001
8/10/21,177.070007
8/11/21,178.089996
8/12/21,179.289993
8/13/21,181.080002
8/16/21,179.089996
8/17/21,175.830002
8/18/21,174.740005
8/19/21,173.25
8/20/21,175.119995
8/23/21,177.660004
8/24/21,178.470001
8/25/21,178.309998
8/26/21,176.559998
8/27/21,180.139999
8/30/21,179.979996
8/31/21,181.300003
9/1/21,183.479996
9/2/21,181.860001
9/3/21,181
9/7/21,184.339996
9/8/21,185.149994
9/9/21,185.910004
9/10/21,184.119995
9/13/21,184.979996
9/14/21,182.399994
9/15/21,184.410004
9/16/21,183.339996
9/17/21,183.470001
9/20/21,178.610001
9/21/21,171.169998
9/22/21,173.649994
9/23/21,176.25
9/24/21,176
9/27/21,178.259995
9/28/21,174.520004
9/29/21,172.679993
9/30/21,169.169998
10/1/21,176.009995
10/4/21,173.460007
10/5/21,174.610001
10/6/21,175.479996
10/7/21,177.710007
10/8/21,176.740005
10/11/21,173.520004
10/12/21,173.130005
10/13/21,172.960007
10/14/21,174.410004
10/15/21,176.460007
10/18/21,171.139999
10/19/21,171.179993
10/20/21,170.550003
10/21/21,171.339996
10/22/21,169.419998
10/25/21,172.009995
10/26/21,172.039993
10/27/21,169.550003
10/28/21,169.679993
10/29/21,169.070007
11/1/21,170.190002
11/2/21,169.830002
11/3/21,170.080002
11/4/21,170.279999
11/5/21,175.630005
11/8/21,176.869995
11/9/21,175.110001
11/10/21,174.449997
11/11/21,162.110001
11/12/21,159.630005
11/15/21,158.429993
11/16/21,158.830002
11/17/21,157.330002
11/18/21,155.580002
11/19/21,154
11/22/21,154.160004
11/23/21,151.029999
11/24/21,151.339996
11/26/21,148.110001
11/29/21,147.809998
11/30/21,144.899994
12/1/21,142.149994
12/2/21,147.199997
12/3/21,146.220001
12/6/21,150.369995
12/7/21,150.809998
12/8/21,153.339996
12/9/21,152.940002
12/10/21,152.710007
12/13/21,150.429993
12/14/21,149.100006
12/15/21,150.399994
12/16/21,148.75
12/17/21,148.759995
12/20/21,146.470001
12/21/21,151.050003
12/22/21,151.880005
12/23/21,153.630005
12/27/21,152.800003
12/28/21,155.199997
12/29/21,154.869995
12/30/21,155.929993
12/31/21,154.889999
1/3/22,156.759995
1/4/22,155.729996
1/5/22,155.190002
1/6/22,156.899994
1/7/22,157.830002
1/10/22,156.600006
1/11/22,157.889999
1/12/22,157.800003
1/13/22,155.440002
1/14/22,151.940002
1/18/22,152.270004
1/19/22,150.110001
1/20/22,147.619995
1/21/22,137.380005
1/24/22,137.460007
1/25/22,136.509995
1/26/22,133.600006
1/27/22,135.419998
1/28/22,138.630005
1/31/22,142.970001
2/1/22,144.490005
2/2/22,142.619995
2/3/22,140.029999
2/4/22,142.020004
2/7/22,142.509995
2/8/22,142.479996
2/9/22,147.229996
2/10/22,152.160004
2/11/22,149.470001
2/14/22,150.850006
2/15/22,154.720001
2/16/22,156.350006
2/17/22,152.949997
2/18/22,151.360001
2/22/22,148.089996
2/23/22,145.869995
2/24/22,149.399994
2/25/22,149.529999
2/28/22,148.460007
3/1/22,145.699997
3/2/22,147.339996
3/3/22,145.570007
3/4/22,140.720001
3/7/22,133.5
3/8/22,131.75
3/9/22,133.649994
3/10/22,133.639999
3/11/22,131.75
3/14/22,129.029999
3/15/22,134.199997
3/16/22,138.139999
3/17/22,139.470001
3/18/22,140.300003
3/21/22,138.619995
3/22/22,140.110001
3/23/22,137.639999
3/24/22,138.960007
3/25/22,139.139999
3/28/22,138.720001
3/29/22,142.380005
3/30/22,140.960007
3/31/22,137.160004
4/1/22,137
4/4/22,138.580002
4/5/22,135.619995
4/6/22,132.570007
4/7/22,131.869995
4/8/22,131.869995
4/11/22,130.649994
4/12/22,130.839996
4/13/22,132.350006
4/14/22,130.470001
4/18/22,127.769997
4/19/22,131.899994
4/20/22,124.57
4/21/22,121.660004
4/22/22,118.269997
4/25/22,119.949997
4/26/22,115.769997
4/27/22,115.209999
4/28/22,115.290001
4/29/22,111.629997
5/2/22,113.5
5/3/22,113.550003
5/4/22,116.190002
5/5/22,112.610001
5/6/22,110.290001
5/9/22,106.980003
5/10/22,107.68
5/11/22,105.209999
5/12/22,104.309998
5/13/22,107.330002
5/16/22,105.18
5/17/22,108.639999
5/18/22,104.300003
5/19/22,103.139999
5/20/22,102.419998
5/23/22,105.830002
5/24/22,101.589996
5/25/22,103.260002
5/26/22,105.610001
5/27/22,109.32
5/31/22,110.440002
6/1/22,109.190002
6/2/22,110.870003
6/3/22,108.669998
6/6/22,107.830002
6/7/22,107.790001
6/8/22,107.339996
6/9/22,103.300003
6/10/22,99.400002
6/13/22,95.709999
6/14/22,94.220001
6/15/22,95.879997
6/16/22,94.279999
6/17/22,94.339996
6/21/22,93.290001
6/22/22,93.5
6/23/22,94.300003
6/24/22,97.779999
6/27/22,96.610001
6/28/22,95.919998
6/29/22,95.650002
6/30/22,94.400002
7/1/22,96.139999
7/5/22,97.18
7/6/22,96.080002
7/7/22,97.43
7/8/22,95.860001
7/11/22,93.639999
7/12/22,93.599998
7/13/22,92.940002
7/14/22,91.839996
7/15/22,95.199997
7/18/22,95.699997
7/19/22,99.610001
7/20/22,103.349998
7/21/22,104.18
7/22/22,102.720001
7/25/22,102.690002
7/26/22,99.779999
7/27/22,103.5
7/28/22,104.900002
7/29/22,106.099998
8/1/22,106.220001
8/2/22,104.709999
8/3/22,109.019997
8/4/22,108.120003
8/5/22,106.629997
8/8/22,109.110001
8/9/22,108.129997
8/10/22,112.43
8/11/22,117.690002
8/12/22,121.57
8/15/22,124.260002
8/16/22,124.959999
8/17/22,122.809998
8/18/22,122.669998
8/19/22,120.139999
8/22/22,115.940002
8/23/22,114.860001
8/24/22,116.410004
8/25/22,117.459999
8/26/22,114.07
8/29/22,113.529999
8/30/22,112.43
8/31/22,112.080002
9/1/22,112.529999
9/2/22,111.199997
9/6/22,110.089996
9/7/22,112.690002
9/8/22,112.330002
9/9/22,115.18
9/12/22,116.389999
9/13/22,111.760002
9/14/22,112.5
9/15/22,110.769997
9/16/22,108.25
9/19/22,109.169998
9/20/22,107.57
9/21/22,104.489998
9/22/22,102.160004
9/23/22,99.5
9/26/22,98.120003
9/27/22,95.849998
9/28/22,99.400002
9/29/22,97.449997
9/30/22,94.330002
